X,Y,OBJECTID_12_13,Plant_ID,Plant_Name,Plant_Alias,Plant_Label,EIA_ID,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Docket_ID,STEP_Project_Type,Street,City,State_,Zip_Code,Plant_County,Initial_Start_Date,Online_Year,Retire_Date,Peaker,Renewable_Energy,Gen_Count,RPS_Eligible,Utility_ID,Owner_Name,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,CEC_Jurisdictional_Plant,CEC_Link,Aerial,Elevation,Operation_Job,Property_Tax,Income_Percent,Capacity_Factor,Project_Location
-119.648404094252342,36.26964513343674,1880,C0007,Hanford - Retired October 2011,"Hanford Cogen; Hanford L.P.",Hanford,10373,24,,,Coal,Operating,,,,10596 Idaho Avenue,Hanford,CA,93230,Kings,1990-09-01T00:00:00.000Z,1990,2011-10-18T00:00:00.000Z,0,0,1,0,14328,Hanford LP,,Greater Fresno,Hanford,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Hanford,Senate District 14,Assembly District 32,Congressional District 21,60-65%,65,0,,"<a href=""https://earth.google.com/web/@36.27007874,-119.65001664,67.16484092a,3056.28632646d,35y,-56.80712489h,45.0141427t,-0r/data=CjoaOBIyCgAZ55Av_DsiQkAh4cxULY7pXcAqHDM2wrAxNicwMi44Ik4gMTE5wrAzOCc1Ny41IlcYAiAB"">Google Earth</a>",71.81248742,,,85,,Neither Low Income Nor Disadvantaged Community
-121.870129852585976,38.030767319926625,1881,C0008,East Third Street Power Plant - Retired April 2012,"GWF Power Systems L.P.; GWF - E.  3Rd St Plant; GWF Power Systems Inc. #1; East Third Street Power Plant",E Third Street,10367,19,,,Coal,Operating,,,,895 East Third Street,Pittsburg,CA,94565,Contra Costa,1990-12-01T00:00:00.000Z,1990,2012-04-26T00:00:00.000Z,0,0,1,0,14328,GWF Power Systems LP,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 14,Congressional District 11,75-80%,78,0,,"<a href=""https://earth.google.com/web/@38.0307167,-121.870125,4.00966581a,811.0343168d,35y,0h,45t,0r/data=CjoaOBIyCgAZdPhahu4DQ0AhpZvEILB3XsAqHDM4wrAwMSc1MC42Ik4gMTIxwrA1MicxMi41IlcYAiABKAI"">Google Earth</a>",2.25018547,,,111,,Disadvantaged Community
-121.860220483686263,38.016010209768503,1882,C0009,Loveridge Road Power Plant - Retired April 2012,"US Steel Posco Industries; GWF - Loveridge; GWF Power Systems Inc. #2; Loveridge Road Power Plant",Loveridge,10368,19,,,Coal,Operating,,,,1600 Loveridge Road,Pittsburg,CA,94565,Contra Costa,1989-12-01T00:00:00.000Z,1989,2012-04-26T00:00:00.000Z,0,0,1,0,14328,GWF Power Systems LP,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 14,Congressional District 11,75-80%,78,0,,"<a href=""https://earth.google.com/web/@38.0159722,-121.8601667,12.38206704a,811.21265731d,35y,0h,45t,0r/data=CjoaOBIyCgAZlVKGYAsCQ0Ah7Wah-Ax3XsAqHDM4wrAwMCc1Ny41Ik4gMTIxwrA1MSczNi42IlcYAiABKAI"">Google Earth</a>",10.04477215,,,111,,Disadvantaged Community
-121.755959039286068,38.01074316458989,1883,C0010,Wilbur East Power Plant - Retired April 2012,"Wilbur East; GWF - Wilbur I; GWF Power Systems Inc. #3",Wilbur E Power Plant,10370,19,,,Coal,Operating,,,,3400 Wilbur Avenue East,Antioch,CA,94509,Contra Costa,1989-10-01T00:00:00.000Z,1989,2012-04-26T00:00:00.000Z,0,0,1,0,14328,GWF Power Systems LP,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 9,70-75%,74,0,,"<a href=""https://earth.google.com/web/@38.0105972,-121.7561861,9.05117592a,811.28059822d,35y,0h,45t,0r/data=CjoaOBIyCgAZ77bBP1sBQ0AhJUxiWmVwXsAqHDM4wrAwMCczOC4yIk4gMTIxwrA0NScyMi4zIlcYAiABKAI"">Google Earth</a>",6.63235877,,,108,,Disadvantaged Community
-121.780698917095194,38.011657831515159,1884,C0011,Wilbur West Power Plant - Retired April 2012,"Wilbur West; GWF - Wilbur II; GWF Power Systems Inc. #4",Wilbur W Power Plant,10369,19,,,Coal,Operating,,,,1900 Wilbur Avenue West,Antioch,CA,94509,Contra Costa,1990-08-01T00:00:00.000Z,1990,2012-04-26T00:00:00.000Z,0,0,1,0,14328,GWF Power Systems LP,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 9,70-75%,74,0,,"<a href=""https://earth.google.com/web/@38.00982323,-121.77837197,20.50025004a,797.19955616d,35y,-0h,44.99991035t,0r/data=CjoaOBIyCgAZhvoCHygBQ0Ah1WKmo9JxXsAqHDM4wrAwMCczMi41Ik4gMTIxwrA0Nic0Mi41IlcYAiAB"">Google Earth</a>",7.83164017,,,108,,Disadvantaged Community
-121.987232279188063,38.043511002533236,1885,C0012,Nichols Road Power Plant - Retired April 2012,"GWF Power Plant Nicholas Rd.; GWF Power Systems Inc. #5",Nichols Road,10371,19,,,Coal,Operating,,,,555 Nichols Road,Bay Point,CA,94565,Contra Costa,1990-03-01T00:00:00.000Z,1990,2012-04-26T00:00:00.000Z,0,0,1,0,14328,GWF Power Systems LP,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Honker Bay,Senate District 7,Assembly District 14,Congressional District 11,65-70%,68,0,,"<a href=""https://earth.google.com/web/@38.0435111,-121.9872306,10.22793388a,810.87862786d,35y,0h,45t,0r/data=CjoaOBIyCgAZqcGPxZEFQ0AhESdByS5_XsAqHDM4wrAwMiczNi42Ik4gMTIxwrA1OScxNC4wIlcYAiABKAI"">Google Earth</a>",11.75464542,,,81,,Neither Low Income Nor Disadvantaged Community
-117.383755220964161,35.765567387228373,1886,C0017,Argus Cogen Plant,"Argus Cogen; North American Chemical Co.; Kerr McGee Argus Cogeneration Expansion (ACE) Project Argus Cogeneration Expansion Project
",Argus,10684,62.5,358104.09,295787,Coal,Operating,Retired,"86-AFC-01, 86-AFC-01C",AFC,82090 First Street,Trona,CA,93562,San Bernardino,1947-12-01T00:00:00.000Z,1947,,0,0,3,0,17609,Karnavati Holdings Inc,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Trona West,Senate District 16,Assembly District 33,Congressional District 8,55-60%,58,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd170dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.76480305,-117.38357049,527.40748837a,835.83828307d,35y,281.55763188h,60t,0r/data=CjoaOBIyCgAZyQufY_bhQUAh1myKbIxYXcAqHDM1wrA0NSc1NS4yIk4gMTE3wrAyMycwMC44IlcYAiABKAI"">Google Map</a>",525.2235505,,,58,0.53877413,Low Income
-117.336463768564556,34.603904151265887,1887,C0019,TXI Riverside Cement Power House (Shutdown March 2008),"TXI Riverside Cement; Riverside Cement Co.",TXI Cement,50557,12,,,Coal,Operating,,,,19409 National Trails Highway,Oro Grande,CA,92368,San Bernardino,1954-12-01T00:00:00.000Z,1954,2008-03-31T00:00:00.000Z,0,0,2,0,17609,TXI Riverside Cement,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Victorville,Senate District 16,Assembly District 33,Congressional District 8,70-75%,73,0,,"<a href=""https://earth.google.com/web/@34.6039022,-117.3364664,810.05968481a,851.19455461d,35y,0h,45t,0r/data=CjoaOBIyCgAZwX3TqkxNQUAh-wxeqohVXcAqHDM0wrAzNicxNC4xIk4gMTE3wrAyMCcxMS4zIlcYAiABKAI"">Google Earth</a>",807.84578346,,,59,,Low Income
-121.137248595955853,41.133098238368603,1888,E0003,Big Valley Power LLC_(Retired June 30  2010),"Big Valley Lumber Co.; Big Valley Biomass Power",Big Valley,10288,7.5,,,Biomass,Operating,,,,Highway 299 East,Bieber,CA,96009,Lassen,1983-07-01T00:00:00.000Z,1983,2010-06-30T00:00:00.000Z,0,1,1,1,14328,Big Valley Power LLC,,,,Pacific Gas & Electric Company,IOU,CALISO,Lassen County Air Pollution Control District,Northeast Plateau,Lookout,Senate District 1,Assembly District 1,Congressional District 1,25-30%,27,0,,"<a href=""https://earth.google.com/web/@41.1330989,-121.1372489,1261.13334126a,772.22539962d,35y,0h,45t,0r/data=CjoaOBIyCgAZGVF_YgmRREAhXTqcr8hIXsAqHDQxwrAwNyc1OS4yIk4gMTIxwrAwOCcxNC4xIlcYAiABKAI"">Google Earth</a>",1261.31460878,,,58,,Low Income
-121.309751479890735,38.903104140509022,1889,E0004,SPI - Lincoln,"Sierra Pacific Ind. (Lincoln); Lincoln Power Plant",SPI - Lincoln,10144,19.2,108289,92886,Biomass,Operating,,,,1445 Highway 65,Lincoln,CA,95648,Placer,1997-06-01T00:00:00.000Z,1997,2004-05-28T00:00:00.000Z,0,1,3,1,14328,Sierra Pacific Industries Inc,,Sierra,Drum-Rio Oso,Pacific Gas & Electric Company,IOU,CALISO,Placer County Air Pollution Control District,Sacramento Valley,Lincoln,Senate District 1,Assembly District 6,Congressional District 4,10-15%,10,0,,"<a href=""https://earth.google.com/web/@38.9030269,-121.30971,47.05536181a,800.35109395d,35y,0h,45t,0r/data=CjoaOBIyCgAZQnStYpZzQ0AhoE_kSdJTXsAqHDM4wrA1NCcxMC45Ik4gMTIxwrAxOCczNS4wIlcYAiABKAI"">Google Earth</a>",43.34897161,,,135,0.55075279,Neither Low Income Nor Disadvantaged Community
-121.72033638801679,40.879566537557295,1890,E0005,Burney Forest Products,"Burney Forest Power; Delwest Saw Mill Cogen",Burney Forest ,10652,31,220403,202312,Biomass,Operating,,,,35586 B Highway 299 East,Burney,CA,96013,Shasta,1989-10-01T00:00:00.000Z,1989,,0,1,1,1,14328,Burney Forest Power,,,,Pacific Gas & Electric Company,IOU,CALISO,Shasta County Air Quality Management District,Sacramento Valley,Burney,Senate District 1,Assembly District 1,Congressional District 1,50-55%,51,0,,"<a href=""https://earth.google.com/web/@40.8795869,-121.7203261,998.90903418a,775.4791146d,35y,0h,45t,0r/data=CjoaOBIyCgAZub60TZZwREAhIn2k0hluXsAqHDQwwrA1Mic0Ni41Ik4gMTIxwrA0MycxMy4yIlcYAiABKAI"">Google Earth</a>",995.15410614,,,61,0.74296375,Neither Low Income Nor Disadvantaged Community
-121.639587575423946,40.910000722948503,1891,E0006,Burney Mountain Power (Retired 10/31/2010),"Burney Mountain Powerogden Power Pacific, Inc. (Burney); Covanta Burney Mountian Power",Burney Mtn. Power,54219,11,,,Biomass,Operating,,,,Highway 299 East and Energy Drive,Burney,CA,96013,Shasta,1985-01-01T00:00:00.000Z,1985,2010-10-31T00:00:00.000Z,0,1,1,1,14328,Burney Mountain Power,,,,Pacific Gas & Electric Company,IOU,CALISO,Shasta County Air Quality Management District,Sacramento Valley,Burney,Senate District 1,Assembly District 1,Congressional District 1,50-55%,51,0,,"<a href=""https://earth.google.com/web/@40.910005,-121.6395803,955.50431089a,775.08844371d,35y,0h,45t,0r/data=CjoaOBIyCgAZJhk5C3t0REAhneo14u5oXsAqHDQwwrA1NCczNi4wIk4gMTIxwrAzOCcyMi41IlcYAiABKAI"">Google Earth</a>",954.87088077,,,61,,Neither Low Income Nor Disadvantaged Community
-116.088752323693356,33.586119654041092,1892,E0027,Desert View Power (Mecca Plant),"Colmac; Colmac Energy; Mecca LF II, Mecca Plant; Desert View Power ",Colmac,10300,47,386443,329671,Biomass,Operating,,,,62-300 Gene Welmas Drive,Mecca,CA,92254,Riverside,1991-11-01T00:00:00.000Z,1991,,0,1,1,1,17609,Desert View Power (formerly Colmac Energy Inc),,,,Imperial Irrigation District,,IID,South Coast Air Quality Management District,Salton Sea,Mecca,Senate District 28,Assembly District 56,Congressional District 36,80-85%,84,0,,"<a href=""https://earth.google.com/web/@40.3025139,-121.2445083,1386.48708513a,782.8317018d,35y,0h,45t,0r/data=CjoaOBIyCgAZ74qFxrgmREAhbwYkBqZPXsAqHDQwwrAxOCcwOS4xIk4gMTIxwrAxNCc0MC4yIlcYAiABKAI"">Google Earth</a>",-53.62581652,,,44,0.79852876,Low Income and Disadvantaged Community
-124.203047528990695,40.799432505933318,1893,E0037,DG Fairhaven Power Plant,"Humboldt Bay Gen Station Repower; Fairhaven Power Co.; Humboldt Bay Generating Station Repower; DG Fairhaven",Humboldt Bay 2,10052,15,44702.04,39379,Biomass,Operating,,,,97 Bay Street,Samoa,CA,95564,Humboldt,1986-09-15T00:00:00.000Z,1986,,0,1,1,1,14328,Marubeni Sustainable Energy Inc,,Humboldt,,Pacific Gas & Electric Company,IOU,CALISO,North Coast Unified Air Quality Management District,North Coast,Eureka,Senate District 2,Assembly District 2,Congressional District 2,45-50%,49,0,,"<a href=""https://earth.google.com/web/@40.7994325,-124.2030475,17.9731544a,776.50512338d,35y,0h,45t,0r/data=CjoaOBIyCgAZBG7dzVNmREAhNgLxuv4MX8AqHDQwwrA0Nyc1OC4wIk4gMTI0wrAxMicxMS4wIlcYAiABKAI"">Google Earth</a>",7.11299992,,,55,0.29886916,Low Income
-120.317632206680102,37.966516002521907,1894,E0038,SPI - Sonora - Restarted 1/1/2012 (Shut Down 9/28/2009),"Sierra Pacific Ind. (Sonora); Fiberboard (Sierra Pacific); SPI Standard",SPI - Sonora,54517,7.5,33794,27089,Biomass,Operating,,,,14560 Tuolumne Road,Sonora,CA,95370,Tuolumne,2001-02-01T00:00:00.000Z,2001,2009-09-28T00:00:00.000Z,0,1,2,1,14328,Sierra Pacific Industries Inc,,Stockton,Tesla-Bellota,Pacific Gas & Electric Company,IOU,CALISO,Tuolumne County Air Pollution Control District,Mountain Counties,Standard,Senate District 8,Assembly District 5,Congressional District 4,45-50%,49,0,,"<a href=""https://earth.google.com/web/@37.964525,-120.3165056,680.05822864a,811.83831445d,35y,0h,45t,0r/data=CjoaOBIyCgAZUpYhjnX7QkAhDkC0oEEUXsAqHDM3wrA1Nyc1Mi4zIk4gMTIwwrAxOCc1OS40IlcYAiABKAI"">Google Earth</a>",683.0121806,,,77,0.41118701,Neither Low Income Nor Disadvantaged Community
-123.811054962468489,39.443836288999584,1895,E0039,Fort Bragg Western Wood Products - Retired December 2001,"Georgia Pacific Corp.; GP Fort Brag",Fort Bragg Western Wood,10607,15,,,Biomass,Retired,,,,90 West Redwood Avenue,Fort Bragg,CA,95437,Mendocino,1980-01-01T00:00:00.000Z,1980,2001-12-31T00:00:00.000Z,0,1,1,1,14328,Georgia Pacific Corp,,North Coast/North Bay,Eagle Rock,Sonoma Clean Power,CCA,CALISO,Mendocino County Air Quality Management District,North Coast,Fort Bragg,Senate District 2,Assembly District 2,Congressional District 2,45-50%,47,0,,"<a href=""https://earth.google.com/web/@39.4438458,-123.8110178,16.15393968a,793.63554193d,35y,0h,45t,0r/data=CjoaOBIyCgAZxbtt8M-4Q0AhU94zt-fzXsAqHDM5wrAyNiczNy44Ik4gMTIzwrA0OCczOS43IlcYAiABKAI"">Google Earth</a>",15.01428123,,,52,,Low Income
-120.264847999187509,40.368337999931427,1896,E0041,HL Power Company (Honey Lake),"Honey Lake Power Company; HL Power Co.",Honey Lake,10777,35.5,209349,191170,Biomass,Operating,,,,732-025 Wendel Road,Wendel,CA,96136,Lassen,1989-07-26T00:00:00.000Z,1989,,0,1,1,1,14328,HL Power Co,,,,Lassen Municipal Utility District,,CALISO,Lassen County Air Pollution Control District,Northeast Plateau,Wendel Hot Springs,Senate District 1,Assembly District 1,Congressional District 1,15-20%,18,0,,"<a href=""https://earth.google.com/web/@40.36835389,-120.26487069,1228.76086716a,782.01146072d,35y,100.43508946h,45.00000008t,0r/data=CjoaOBIyCgAZUe14OCYvREAhleqnpPMQXsAqHDQwwrAyMicwNi4xIk4gMTIwwrAxNSc1My41IlcYAiAB"">Google Earth</a>",1227.83461193,,,76,0.61305447,Neither Low Income Nor Disadvantaged Community
-124.195764064125527,40.805249214899789,1897,E0048,Samoa Pulp Mill (Closed) - Retired December 2008,"Samoa Pacific Cellulose LLC; Pulp Mill Power House",Samoa Pulp Mill,10074,20,,,Biomass,Operating,,,,1 TCF Drive,Samoa,CA,95564,Humboldt,1965-05-01T00:00:00.000Z,1965,2008-12-31T00:00:00.000Z,0,1,1,0,14328,Evergreen Pulp Incorporated,,Humboldt,,Pacific Gas & Electric Company,IOU,CALISO,North Coast Unified Air Quality Management District,North Coast,Eureka,Senate District 2,Assembly District 2,Congressional District 2,45-50%,49,0,,"<a href=""https://earth.google.com/web/@40.8052681,-124.1957103,12.51610982a,776.42921958d,35y,0h,45t,0r/data=CjoaOBIyCgAZiwFtBhNnREAhYX9-hIYMX8AqHDQwwrA0OCcxOS4wIk4gMTI0wrAxMSc0NC42IlcYAiABKAI"">Google Earth</a>",7.43964484,,,55,,Low Income
-117.116808562402966,32.891445110935152,1898,E0054,MM San Diego LLC - Miramar Landfill,Miramar Landfill,MM Miramar,55094,6.5,53785,51224,Landfill Gas,Operating,,,,5244 Convoy Street,San Diego,CA,92111,San Diego,1997-07-01T00:00:00.000Z,1997,,0,1,1,1,16609,Fortistar Methane Group,,San Diego/ IV Area,Miramar,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Poway,Senate District 38,Assembly District 77,Congressional District 52,45-50%,49,0,,"<a href=""https://earth.google.com/web/@32.8912,-117.1172611,164.9012989a,870.13218753d,35y,0h,45t,0r/data=CjoaOBIyCgAZ_Bhz1xJyQEAh82WzNIFHXcAqHDMywrA1MycyOC4zIk4gMTE3wrAwNycwMi4xIlcYAiABKAI"">Google Earth</a>",156.97868207,,,86,0.89715567,Neither Low Income Nor Disadvantaged Community
